,Accession,Score,Rep1pVal (-log10),Rep1delta_Tm,Rep1Group1_R2,Rep1Group2_R2,Rep1Group1_Tm,Rep1Group2_Tm,Rep1min_Slope,Rep2pVal (-log10),Rep2delta_Tm,Rep2Group1_R2,Rep2Group2_R2,Rep2Group1_Tm,Rep2Group2_Tm,Rep2min_Slope
523,VDAC1,0.0,,,0.0,0.0,37.0,37.0,0.0,,,0.0,0.0,37.0,37.0,0.0
522,VCL,0.0,,,0.669,0.914,62.24,62.28,-0.89,0.47,-0.66,0.831,0.871,62.1,61.44,-0.884
521,VASP,0.0,0.416,0.52,0.992,0.995,48.22,48.74,-0.191,0.371,-0.3,0.999,0.999,48.67,48.37,-0.153
520,VASN,0.0,0.636,-0.76,0.974,0.976,58.4,57.64,-0.038,0.334,-0.15,0.981,0.961,60.6,60.45,-0.052
519,VAPA,0.0,0.522,0.8,0.982,0.98,56.5,57.3,-0.055,0.603,-1.07,0.987,0.98,57.35,56.28,-0.052
518,VAMP7,0.0,0.698,-0.89,0.991,0.956,54.36,53.47,-0.158,0.497,-0.75,0.961,0.96,50.92,50.17,-0.097
517,USP14,0.0,0.782,1.36,0.994,0.989,49.7,51.06,-1.147,0.407,-0.44,0.997,0.994,50.95,50.51,-0.194
516,UNC5B,0.0,0.678,-0.85,0.995,0.992,49.72,48.87,-0.192,0.418,-0.48,0.983,0.973,48.81,48.33,-0.156
515,UAP1,0.0,0.49,0.72,0.985,0.988,54.85,55.57,-0.236,0.373,-0.31,0.987,0.998,54.84,54.53,-0.132
514,TYRO3,0.0,0.352,-0.02,0.991,0.995,49.59,49.57,-0.123,,,0.991,0.737,59.0,53.8,-0.998
513,TXNDC4,0.0,3.251,-3.91,0.852,0.948,58.19,54.28,-0.091,0.501,-0.76,0.968,0.952,55.32,54.56,-0.113
512,TXNDC13,0.0,,,0.753,0.916,54.06,51.05,-0.86,0.424,-0.5,0.925,0.943,51.6,51.1,-0.116
511,TUBB2C,0.0,0.691,1.18,0.895,0.946,58.38,59.56,-0.09,1.232,-2.47,0.928,0.957,58.7,56.23,-0.088
510,TSPAN31,0.0,,,0.0,0.0,37.0,37.0,0.0,,,0.0,0.0,68.99,37.0,-0.0
509,TSPAN14,0.0,0.92,1.61,0.984,0.98,57.64,59.25,-0.044,0.49,0.71,0.979,0.962,57.96,58.67,-0.048
508,TRPV2,0.0,0.414,-0.21,0.967,0.962,55.76,55.55,-0.136,0.537,0.86,0.983,0.994,55.77,56.63,-0.208
507,TRPM4,0.0,0.303,0.16,0.972,0.976,52.16,52.32,-0.094,0.641,1.16,0.977,0.976,52.0,53.16,-0.11
506,TPCN1,0.0,1.381,-2.0,0.878,0.826,64.71,62.71,-0.082,,,0.343,0.41,65.64,65.56,-0.708
505,TPBG,0.0,1.128,-1.64,0.979,0.987,58.0,56.36,-0.066,0.434,0.52,0.996,0.989,57.09,57.61,-0.049
504,TOR2A,0.0,0.458,-0.33,0.933,0.966,52.14,51.81,-0.251,0.395,0.38,0.987,0.982,51.44,51.82,-0.148
503,TNFSF9,0.0,1.858,2.89,0.913,0.801,66.1,68.99,-0.02,0.794,1.55,0.879,0.905,66.29,67.84,-0.02
502,TNFRSF8,0.0,,,0.618,0.403,68.99,57.53,-0.021,0.784,-1.54,0.871,0.865,60.43,58.89,-0.024
501,TNFRSF1B,0.0,,,0.459,0.591,68.99,68.99,-0.008,,,0.533,0.234,68.99,68.99,-0.009
467,SORT1,0.0,0.877,-1.23,0.913,0.897,64.89,63.66,-0.025,2.731,-4.58,0.862,0.933,66.7,62.12,-0.029
465,SNAP29,0.0,0.798,1.39,0.951,0.942,55.47,56.86,-0.046,0.952,-1.92,0.946,0.938,55.52,53.6,-0.056
401,SDCBP,0.0,,,0.574,0.233,65.83,68.99,-0.02,,,0.818,0.337,61.96,68.25,-0.028
432,SLC26A6,0.0,0.507,-0.46,0.821,0.866,58.14,57.68,-0.065,0.625,-1.13,0.885,0.864,59.18,58.05,-0.087
430,SLC25A5,0.0,,,0.0,0.0,37.0,68.99,-0.0,,,0.0,0.067,68.99,68.99,-0.539
429,SLC25A4,0.0,,,0.0,0.0,68.99,37.0,-0.0,,,0.0,0.0,37.0,37.0,0.0
428,SLC25A3,0.0,,,0.0,0.0,37.0,37.0,0.0,,,0.0,0.0,37.0,68.99,-0.0
427,SLC25A13,0.0,0.364,-0.06,0.929,0.826,64.88,64.82,-0.185,,,0.865,0.719,65.55,65.53,-0.747
426,SLC25A11,0.0,,,0.0,0.0,37.0,37.0,0.0,,,0.0,0.0,37.0,68.99,-0.029
425,SLC23A2,0.0,,,0.663,0.516,68.99,68.99,-0.013,,,0.832,0.569,68.99,68.99,-0.024
424,SLC22A4,0.0,,,0.691,0.325,64.38,65.9,-0.151,,,0.377,0.514,68.11,65.48,-0.741
423,SLC22A23,0.0,,,0.794,0.778,68.99,68.99,-0.021,0.434,0.52,0.907,0.87,67.43,67.95,-0.025
422,SLC20A2,0.0,,,0.496,0.297,68.99,68.21,-0.076,,,0.16,0.223,68.99,68.99,-0.09
421,SLC20A1,0.0,,,0.038,0.091,65.63,65.6,-0.318,,,0.252,0.476,68.99,68.99,-0.016
420,SLC1A5,0.0,,,0.836,0.75,68.99,68.99,-0.026,0.647,-1.19,0.904,0.864,66.9,65.71,-0.026
419,SLC1A4,0.0,,,0.744,0.679,68.99,68.99,-0.028,,,0.688,0.789,68.99,68.99,-0.065
418,SLC19A2,0.0,,,0.509,0.638,65.46,60.56,-0.025,,,0.72,0.649,64.42,62.92,-0.121
417,SLC19A1,0.0,0.394,-0.15,0.913,0.891,62.83,62.68,-0.029,0.335,0.14,0.95,0.895,61.17,61.31,-0.034
416,SLC16A1,0.0,,,0.0,0.0,37.0,37.0,0.0,,,0.0,0.0,68.99,37.0,-0.0
415,SLC12A7,0.0,0.34,0.02,0.997,0.997,50.02,50.04,-0.125,0.436,0.53,0.999,0.997,49.31,49.84,-0.15
414,SLC12A6,0.0,0.443,-0.29,0.997,0.992,55.96,55.67,-0.124,0.387,0.35,0.995,0.99,55.03,55.38,-0.093
413,SLC12A4,0.0,0.404,-0.18,0.994,0.993,53.3,53.12,-0.102,0.436,0.53,0.998,0.995,53.51,54.04,-0.103
412,SLC12A2,0.0,0.423,0.54,0.957,0.945,55.36,55.9,-0.088,0.737,1.41,0.96,0.967,55.32,56.73,-0.099
411,SLC11A2,0.0,,,0.0,0.0,37.0,37.0,0.0,,,0.0,0.0,68.99,37.0,-0.0
410,SLAMF6,0.0,,,0.896,0.729,62.8,68.99,-0.02,1.181,2.36,0.96,0.899,60.97,63.33,-0.027
409,SIGLEC10,0.0,0.371,-0.08,0.992,0.979,53.63,53.55,-0.054,0.331,-0.14,0.976,0.976,54.42,54.28,-0.056
408,SERINC3,0.0,,,0.0,0.0,37.0,37.0,0.0,,,0.0,0.01,68.99,68.99,-0.004
407,SERBP1,0.0,0.482,0.7,0.881,0.964,58.26,58.96,-0.072,2.731,-4.58,0.963,0.989,59.69,55.11,-0.07
406,SEPHS1,0.0,,,0.549,0.696,68.99,68.99,-0.023,,,0.205,0.0,68.99,68.99,-0.675
405,SEMA7A,0.0,0.437,0.58,0.997,0.994,51.9,52.48,-0.082,0.322,-0.1,0.999,0.998,52.09,51.99,-0.086
404,SEMA4D,0.0,0.86,-1.2,0.83,0.848,64.15,62.95,-0.155,0.637,1.15,0.973,0.964,62.53,63.68,-0.064
403,SEMA4C,0.0,0.421,-0.23,0.99,0.992,55.64,55.41,-0.07,0.325,0.1,0.987,0.989,55.72,55.82,-0.07
402,SELPLG,0.0,,,0.787,0.509,68.99,68.99,-0.012,,,0.032,0.0,68.99,68.62,-0.004
431,SLC26A2,0.0,0.338,0.28,0.994,0.995,51.46,51.74,-0.139,0.401,0.4,0.99,0.992,51.75,52.15,-0.175
433,SLC29A1,0.0,1.567,-2.24,0.904,0.891,67.68,65.44,-0.084,,,0.713,0.549,68.99,68.99,-0.018
464,SNAP23,0.0,,,0.0,0.0,68.99,37.0,-0.0,,,0.0,0.0,37.0,37.0,0.0
434,SLC29A2,0.0,0.534,0.83,0.929,0.953,60.59,61.42,-0.231,0.481,0.68,0.932,0.926,61.04,61.72,-0.233
463,SLCO4A1,0.0,,,0.652,0.681,68.99,68.99,-0.017,,,0.697,0.735,68.99,68.99,-0.026
462,SLC9A3R1,0.0,0.35,0.32,0.979,0.986,57.72,58.04,-0.069,0.464,-0.64,0.957,0.953,58.7,58.06,-0.048
461,SLC9A1,0.0,0.511,-0.47,0.992,0.986,54.96,54.49,-0.06,1.138,2.28,0.994,0.995,54.91,57.19,-0.066
460,SLC7A6,0.0,0.397,-0.16,0.854,0.801,64.55,64.39,-0.192,,,0.875,0.744,63.67,64.63,-0.168
459,SLC7A5,0.0,,,0.793,0.829,64.0,62.83,-0.044,0.413,-0.46,0.944,0.804,63.52,63.06,-0.067
458,SLC7A11,0.0,1.06,1.84,0.908,0.933,61.05,62.89,-0.055,0.705,1.33,0.936,0.949,60.99,62.32,-0.053
457,SLC7A1,0.0,0.774,-1.04,0.957,0.872,64.25,63.21,-0.067,0.547,0.89,0.883,0.819,63.01,63.9,-0.078
456,SLC6A9,0.0,1.192,2.04,0.834,0.901,61.4,63.44,-0.143,0.837,1.65,0.884,0.897,61.41,63.06,-0.116
455,SLC6A8,0.0,0.366,0.37,0.899,0.853,63.23,63.6,-0.084,1.224,2.44,0.972,0.964,61.52,63.96,-0.096
454,SLC6A6,0.0,0.416,0.52,0.934,0.958,59.98,60.5,-0.068,0.393,0.37,0.955,0.94,61.09,61.46,-0.071
453,SLC5A6,0.0,0.355,-0.03,0.969,0.944,59.87,59.84,-0.048,0.954,1.91,0.973,0.979,59.36,61.27,-0.067
452,SLC5A3,0.0,,,0.504,0.316,68.47,67.76,-0.075,,,0.557,0.539,68.7,68.5,-0.087
451,SLC4A7,0.0,0.616,1.02,0.999,0.995,53.39,54.41,-0.128,1.474,2.87,1.0,0.953,53.88,56.75,-1.009
450,SLC4A2,0.0,0.35,0.32,0.99,0.993,51.68,52.0,-0.116,0.332,0.13,0.996,0.994,51.97,52.1,-0.133
449,SLC44A2,0.0,1.032,-1.49,0.909,0.879,64.39,62.9,-0.026,,,0.901,0.782,64.4,67.11,-0.026
448,SLC43A1,0.0,,,0.916,0.757,61.6,59.11,-0.114,,,0.788,0.711,60.79,59.2,-0.054
447,SLC40A1,0.0,0.507,-0.46,0.889,0.837,64.36,63.9,-0.03,,,0.822,0.708,65.34,66.79,-0.027
446,SLC39A6,0.0,0.459,0.64,0.961,0.926,59.18,59.82,-0.052,0.537,0.86,0.874,0.949,64.35,65.21,-0.108
445,SLC39A14,0.0,,,0.827,0.837,68.99,68.99,-0.024,,,0.749,0.824,68.99,68.99,-0.022
444,SLC38A5,0.0,0.572,0.92,0.963,0.95,58.81,59.73,-0.092,0.531,0.84,0.957,0.958,58.91,59.75,-0.085
443,SLC38A2,0.0,,,0.139,0.296,68.99,68.5,-0.064,,,0.0,0.464,68.99,68.99,-0.081
442,SLC38A1,0.0,0.565,-0.6,0.979,0.97,63.44,62.84,-0.807,0.54,0.87,0.992,0.918,63.29,64.16,-0.396
441,SLC31A1,0.0,1.195,-1.74,0.957,0.972,61.31,59.57,-0.086,1.586,3.05,0.93,0.92,61.24,64.29,-0.034
440,SLC30A1,0.0,,,0.681,0.575,66.76,68.4,-0.025,,,0.478,0.467,68.99,68.99,-0.019
439,SLC2A5,0.0,,,0.483,0.24,68.99,68.99,-0.054,,,0.0,0.0,68.99,68.99,-0.226
438,SLC2A4,0.0,,,0.662,0.812,68.99,57.4,-0.027,,,0.796,0.906,68.62,68.99,-0.028
437,SLC2A3,0.0,,,0.547,0.541,68.99,68.99,-0.01,,,0.381,0.352,68.99,68.99,-0.049
436,SLC2A13,0.0,,,0.0,0.0,37.0,68.99,-0.0,,,0.0,0.0,37.0,37.0,0.0
435,SLC2A1,0.0,,,0.739,0.712,68.99,68.99,-0.014,,,0.907,0.739,68.99,68.99,-0.014
268,LRFN1,0.0,0.548,-0.56,1.0,0.998,53.65,53.09,-0.071,0.464,-0.64,0.996,0.996,53.12,52.48,-0.08
265,LGALS1,0.0,,,0.034,0.733,68.99,68.99,-0.103,,,0.322,0.415,68.75,68.99,-0.171
266,LMAN2,0.0,0.379,0.41,0.907,0.945,55.87,56.28,-0.067,,,0.738,0.554,60.62,66.68,-0.031
85,CAPN1,0.0,,,0.469,0.693,62.52,62.44,-0.817,,,0.423,0.336,62.49,62.53,-0.773
99,CD55,0.0,,,0.0,0.0,37.0,37.0,0.0,,,0.0,0.0,68.99,37.0,-0.0
98,CD53,0.0,,,0.085,0.078,68.99,68.99,-0.027,,,0.133,0.142,68.99,68.99,-0.056
97,CD48,0.0,1.711,2.72,0.943,0.927,60.96,63.68,-0.036,1.154,2.31,0.956,0.93,63.04,65.35,-0.031
96,CD47,0.0,,,0.377,0.281,68.99,68.99,-0.005,,,0.661,0.119,68.99,68.99,-0.009
95,CD46,0.0,1.118,1.93,0.945,0.926,62.09,64.02,-0.043,0.85,1.68,0.937,0.876,62.6,64.28,-0.034
94,CD44,0.0,,,0.763,0.854,68.99,68.99,-0.014,,,0.601,0.469,68.99,68.99,-0.012
93,CD40,0.0,,,0.525,0.563,68.06,64.14,-0.018,,,0.539,0.736,68.99,68.99,-0.014
92,CD37,0.0,0.346,0.0,0.861,0.82,68.99,68.99,-0.015,0.413,-0.46,0.931,0.828,64.47,64.01,-0.021
91,CD320,0.0,,,0.0,0.0,37.0,37.0,0.0,,,0.0,0.0,37.0,37.0,0.0
90,CD200R1,0.0,,,0.817,0.692,68.99,68.99,-0.011,,,0.243,0.0,68.99,37.0,-0.005
89,CD151,0.0,,,0.638,0.726,68.99,68.99,-0.039,,,0.524,0.391,68.99,68.99,-0.012
88,CCT3,0.0,0.337,0.03,0.997,0.995,56.0,56.03,-0.145,0.482,-0.7,0.994,0.981,56.19,55.49,-0.135
87,CAT,0.0,,,0.0,0.0,65.91,65.94,-0.663,,,0.585,0.388,66.02,67.04,-0.685
86,CASP3,0.0,,,0.736,0.0,68.99,37.0,-0.02,,,0.719,0.0,68.99,68.99,-0.02
84,CAP1,0.0,0.312,0.19,0.994,0.999,53.64,53.83,-0.25,0.318,0.07,0.994,0.994,53.55,53.62,-0.196
1,ABCA8,0.0,0.705,1.21,0.89,0.85,56.22,57.43,-0.054,0.374,0.3,0.898,0.88,57.11,57.41,-0.053
83,CALR,0.0,,,0.0,0.0,37.0,37.0,0.0,,,0.0,0.0,68.99,37.0,-0.0
82,CADM4,0.0,0.883,-1.24,0.903,0.879,63.72,62.48,-0.047,0.303,0.0,0.98,0.854,68.99,68.99,-0.019
81,CAD,0.0,0.381,-0.11,0.997,0.996,49.85,49.74,-0.163,0.313,-0.06,0.998,0.996,49.9,49.84,-0.145
80,C8ORF55,0.0,,,0.0,0.0,68.99,68.99,-0.506,,,0.011,0.05,68.99,68.99,-0.634
79,C20ORF3,0.0,0.843,-1.17,0.99,0.928,59.27,58.1,-0.769,,,0.813,0.738,64.92,67.43,-0.061
78,C1QBP,0.0,0.452,0.62,0.974,0.986,50.94,51.56,-0.259,0.432,-0.53,0.992,0.984,50.5,49.97,-0.105
77,C17ORF60,0.0,0.379,0.41,0.978,0.984,57.84,58.25,-0.034,0.315,-0.07,0.988,0.975,57.88,57.81,-0.035
76,C11ORF59,0.0,,,0.634,0.538,65.32,68.99,-0.35,0.434,0.52,0.863,0.889,65.72,66.24,-0.613
75,BTN2A1,0.0,0.361,-0.05,0.98,0.986,53.18,53.13,-0.087,0.374,0.3,0.986,0.99,53.26,53.56,-0.096
74,BST2,0.0,,,0.359,0.464,68.99,68.99,-0.012,,,0.472,0.606,68.99,68.99,-0.008
73,BSG,0.0,,,0.688,0.639,68.99,68.99,-0.015,,,0.762,0.703,68.99,68.99,-0.024
72,BOLA2,0.0,0.555,0.88,0.993,0.995,50.0,50.88,-0.153,0.769,1.49,0.993,0.999,50.03,51.52,-0.202
71,BLVRB,0.0,0.434,0.57,0.999,0.999,49.84,50.41,-0.21,0.49,0.71,0.998,0.996,49.53,50.24,-0.192
70,BCAP31,0.0,,,0.0,0.0,37.0,37.0,0.0,,,0.0,0.0,37.0,37.0,0.0
100,CD59,0.0,,,0.042,0.0,68.99,68.99,-0.055,,,0.058,0.02,68.99,68.99,-0.081
101,CD63,0.0,,,0.0,0.0,37.0,37.0,0.0,,,0.0,0.0,68.99,37.0,-0.0
102,CD69,0.0,1.185,2.03,0.866,0.828,65.06,67.09,-0.025,,,0.815,0.736,67.97,68.99,-0.025
103,CD80,0.0,0.641,-0.77,0.922,0.939,60.13,59.36,-0.033,0.313,-0.06,0.988,0.99,56.28,56.22,-0.041
132,CSDE1,0.0,,,0.767,0.994,39.36,48.0,-0.816,5.837,7.41,0.86,0.982,39.6,47.01,-0.761
131,CS,0.0,0.676,1.15,0.988,1.0,51.0,52.15,-0.121,0.454,0.59,0.998,0.998,51.18,51.77,-0.123
130,CPNE1,0.0,0.514,0.78,0.993,0.991,47.38,48.16,-0.256,0.349,0.2,0.99,0.984,51.19,51.39,-0.112
129,CPD,0.0,,,0.892,0.761,53.62,55.56,-0.069,,,0.243,0.03,68.99,68.99,-0.013
128,CORO1B,0.0,0.335,0.27,0.994,0.99,51.16,51.43,-1.151,0.382,0.33,0.996,0.995,51.82,52.15,-0.288
127,COPB1,0.0,0.515,-0.48,0.993,0.996,51.5,51.02,-0.176,0.327,-0.12,0.995,0.991,51.38,51.26,-0.181
126,COMT,0.0,0.473,-0.37,0.999,0.997,52.16,51.79,-0.135,0.338,-0.17,0.998,0.997,51.63,51.46,-0.118
125,CNPY2,0.0,,,0.311,0.516,68.99,68.99,-0.014,,,0.513,0.248,68.99,68.99,-0.014
124,CNNM4,0.0,0.343,0.01,0.998,0.997,49.55,49.56,-0.137,0.314,0.05,0.997,0.996,49.01,49.06,-0.163
123,CNNM3,0.0,0.458,-0.33,0.993,0.995,50.84,50.51,-0.112,0.312,0.04,0.995,0.991,50.33,50.37,-0.123
122,CNN2,0.0,0.366,0.37,0.998,0.999,48.58,48.95,-0.162,0.323,0.09,0.999,0.999,48.77,48.86,-0.144
121,CLTC,0.0,0.65,-0.79,0.994,0.99,51.16,50.37,-0.247,0.524,0.82,0.986,0.923,50.73,51.55,-1.11
120,CLTA,0.0,0.319,0.09,0.903,0.932,59.46,59.55,-0.064,,,0.886,0.609,60.06,62.24,-0.683
119,CLPTM1,0.0,4.344,-4.74,0.931,0.981,55.6,50.86,-0.112,0.348,-0.21,0.964,0.999,51.72,51.51,-0.146
118,CLN3,0.0,,,0.0,0.0,37.0,37.0,0.0,,,0.0,0.0,37.0,37.0,0.0
117,CLIC4,0.0,0.432,-0.26,0.998,0.996,52.72,52.46,-0.169,0.322,-0.1,0.996,0.994,51.38,51.28,-0.128
116,CLIC1,0.0,0.492,-0.42,0.983,0.999,52.5,52.08,-0.247,0.337,0.15,0.994,0.987,51.78,51.93,-0.166
115,CLDND1,0.0,0.364,-0.06,0.951,0.936,61.11,61.05,-0.038,0.406,0.42,0.953,0.923,61.29,61.71,-0.038
114,CLCN3,0.0,0.708,-0.91,0.956,0.918,59.55,58.64,-0.098,0.36,-0.26,0.965,0.969,59.1,58.84,-0.095
113,CHID1,0.0,,,0.0,0.037,37.0,68.99,-0.006,,,0.605,0.679,68.99,56.0,-0.038
112,CDV3,0.0,1.233,2.1,0.899,0.889,54.04,56.14,-0.05,0.545,-0.9,0.939,0.949,57.68,56.78,-0.067
111,CDIPT,0.0,,,0.788,0.869,61.22,57.57,-0.044,2.394,-4.18,0.852,0.889,60.14,55.96,-0.037
110,CDCP1,0.0,0.414,-0.21,0.994,0.995,56.53,56.32,-0.038,0.482,-0.7,0.997,0.994,56.6,55.9,-0.038
109,CDC42,0.0,,,0.0,0.0,37.0,37.0,0.0,,,0.0,0.0,37.0,37.0,0.0
108,CD99L2,0.0,,,0.0,0.0,37.0,37.0,0.0,,,0.0,0.0,68.99,37.0,-0.0
107,CD99,0.0,,,0.826,0.668,68.99,67.86,-0.072,,,0.543,0.449,68.99,68.99,-0.066
106,CD97,0.0,0.354,0.33,0.893,0.871,64.14,64.47,-0.03,0.537,0.86,0.977,0.963,61.65,62.51,-0.05
105,CD84,0.0,0.725,1.25,0.972,0.959,59.45,60.7,-0.031,0.338,-0.17,0.975,0.971,56.09,55.92,-0.064
104,CD82,0.0,,,0.773,0.607,68.99,68.99,-0.021,,,0.436,0.747,68.99,68.89,-0.017
69,BCAM,0.0,0.376,0.4,0.979,0.987,57.56,57.96,-0.04,0.331,-0.14,0.991,0.985,56.44,56.3,-0.04
68,B4GALNT1,0.0,1.758,-2.47,0.964,0.983,54.38,51.91,-0.06,,,0.812,0.476,58.46,68.99,-0.039
67,B2M,0.0,,,0.0,0.0,37.0,68.75,-0.0,,,0.0,0.0,37.0,37.0,0.0
32,ANXA5,0.0,0.425,-0.24,0.999,0.999,48.81,48.57,-0.184,0.304,-0.02,0.999,1.0,47.74,47.72,-0.203
30,ANXA2,0.0,0.34,0.02,0.999,0.999,53.49,53.51,-0.171,0.438,-0.55,0.993,0.984,53.21,52.66,-0.182
29,ANXA1,0.0,0.335,0.27,0.999,0.999,48.67,48.94,-0.264,0.405,-0.43,1.0,1.0,48.54,48.11,-0.207
28,ANTXR2,0.0,,,0.817,0.595,68.99,68.99,-0.025,,,0.0,0.261,68.99,68.99,-0.039
27,ANPEP,0.0,0.346,0.0,0.938,0.904,68.99,68.99,-0.02,,,0.737,0.62,68.99,68.99,-0.015
26,ANO6,0.0,0.344,0.3,0.983,0.985,56.17,56.47,-0.255,0.373,-0.31,0.984,0.981,55.98,55.67,-0.199
25,ANK1,0.0,7.467,6.94,0.892,0.998,39.44,46.38,-0.802,0.395,0.38,0.997,0.991,46.54,46.92,-0.085
24,AMIGO2,0.0,0.341,0.29,0.983,0.972,55.47,55.76,-0.077,0.482,-0.7,0.998,0.995,55.24,54.54,-0.072
23,ALS2CR4,0.0,,,0.0,0.0,37.0,37.0,0.0,,,0.657,0.71,61.75,62.36,-0.028
22,ALCAM,0.0,,,0.822,0.717,68.99,68.99,-0.029,,,0.769,0.651,61.93,67.02,-0.026
21,AHSG,0.0,,,0.0,0.0,68.99,37.0,-0.0,,,0.0,0.0,37.0,37.0,0.0
20,AHNAK,0.0,,,0.551,0.628,67.85,65.58,-0.019,,,0.463,0.471,68.99,68.99,-0.015
19,ADSS,0.0,0.396,0.46,0.986,0.996,58.71,59.17,-0.127,0.435,-0.54,0.987,0.966,58.77,58.23,-0.149
18,ADCY7,0.0,0.391,-0.14,0.999,0.999,49.69,49.55,-0.132,0.417,0.46,0.988,0.989,49.63,50.09,-0.144
17,ADCY3,0.0,0.329,0.25,0.997,0.997,48.9,49.15,-0.169,0.395,0.38,0.996,0.997,49.08,49.46,-0.158
16,ADAM9,0.0,0.407,-0.19,0.891,0.911,64.3,64.11,-0.034,,,0.796,0.859,67.39,67.41,-0.024
15,ADAM17,0.0,0.322,0.08,0.973,0.991,54.22,54.3,-0.058,0.343,-0.19,0.979,0.986,53.69,53.5,-0.073
14,ADAM15,0.0,0.406,0.49,0.988,0.98,54.85,55.34,-0.049,0.435,-0.54,0.996,0.976,56.76,56.22,-0.066
13,ADAM10,0.0,0.326,0.24,0.967,0.97,57.2,57.44,-0.039,0.491,-0.73,0.988,0.99,56.32,55.59,-0.039
12,ACVR1,0.0,0.319,0.09,1.0,1.0,47.43,47.52,-0.179,0.32,-0.09,1.0,1.0,47.38,47.29,-0.211
